"departure city","long. departure (decimal)","lat. departure (decimal)","departure country","arrival city","long. departure (decimal)","lat. departure (decimal)","arrival country","number of routes","distance"
"Malta",14.795,36.429,"Malta","London",-0.103,51.795,"United Kingdom",7,2073
"London",-0.103,51.795,"United Kingdom","Malta",14.795,36.429,"Malta",7,2073
"Kilimanjaro",37.124,-3.05,"Tanzania","Mombasa",39.99,-3.392,"Kenya",7,320
"Entebbe",32.739,0.07,"Uganda","Kigali",30.232,-1.948,"Rwanda",7,357
"Tokyo",140.643,36.274,"Japan","Okinawa",128.076,26.326,"Japan",7,1624
"Sydney",151.295,-33.911,"Australia","Bangkok",101.245,14.135,"Thailand",7,7520
"Nice",7.359,44.097,"France","London",-0.103,51.795,"United Kingdom",7,1019
"Manchester",-1.792,53.589,"United Kingdom","London",-0.103,51.795,"United Kingdom",7,229
"Lisbon",-8.56,39.302,"Portugal","London",-0.103,51.795,"United Kingdom",7,1534
"London",-0.103,51.795,"United Kingdom","Lisbon",-8.56,39.302,"Portugal",7,1534
"London",-0.103,51.795,"United Kingdom","Dubai",55.607,25.421,"United Arab Emirates",7,5482
"London",-0.103,51.795,"United Kingdom","Nice",7.359,44.097,"France",7,1019
"London",-0.103,51.795,"United Kingdom","Glasgow",-4.056,56.453,"United Kingdom",7,578
"London",-0.103,51.795,"United Kingdom","Faro",-7.944,37.024,"Portugal",7,1754
"Johannesburg",28.41,-25.566,"South Africa","Durban",31.584,-29.951,"South Africa",7,578
"Glasgow",-4.056,56.453,"United Kingdom","London",-0.103,51.795,"United Kingdom",7,578
"Faro",-7.944,37.024,"Portugal","London",-0.103,51.795,"United Kingdom",7,1754
"Dubai",55.607,25.421,"United Arab Emirates","London",-0.103,51.795,"United Kingdom",7,5482
"Durban",31.584,-29.951,"South Africa","Johannesburg",28.41,-25.566,"South Africa",7,578
"Bangkok",101.245,14.135,"Thailand","Sydney",151.295,-33.911,"Australia",7,7520
"Washington",-77.094,39.574,"United States","Orlando",-80.849,28.715,"United States",7,1255
"Tenerife",-16.288,28.074,"Spain","Madrid",-3.278,40.822,"Spain",7,1848
"Moscow",38.51,55.681,"Russia","Khabarovsk",135.313,48.88,"Russia",7,6079
"Madrid",-3.278,40.822,"Spain","Tenerife",-16.288,28.074,"Spain",7,1848
"Khabarovsk",135.313,48.88,"Russia","Moscow",38.51,55.681,"Russia",7,6079
"Rome",12.417,42.34,"Italy","London",-0.103,51.795,"United Kingdom",7,1411
"Portland",-122.33,45.981,"United States","New York",-73.632,41.066,"United States",7,3902
"Chicago",-87.842,42.631,"United States","Portland",-122.33,45.981,"United States",7,2747
"New York",-73.632,41.066,"United States","Portland",-122.33,45.981,"United States",7,3902
"Auckland",175.319,-36.347,"New Zealand","Brisbane",153.195,-26.974,"Australia",7,2331
"Madrid",-3.278,40.822,"Spain","Lisbon",-8.56,39.302,"Portugal",7,480
"Madrid",-3.278,40.822,"Spain","Amsterdam",5.273,52.514,"Netherlands",7,1452
"Lisbon",-8.56,39.302,"Portugal","Madrid",-3.278,40.822,"Spain",7,480
"Sverdlovsk",61.337,57.238,"Russia","Moscow",38.51,55.681,"Russia",7,1406
"Moscow",38.51,55.681,"Russia","Sverdlovsk",61.337,57.238,"Russia",7,1406
"Moscow",38.51,55.681,"Russia","Novosibirsk",83.084,55.021,"Russia",7,2770
"Moscow",38.51,55.681,"Russia","Omsk",73.517,55.611,"Russia",7,2173
"Moscow",38.51,55.681,"Russia","Krasnoyarsk",92.791,56.3,"Russia",7,3288
"Novosibirsk",83.084,55.021,"Russia","Moscow",38.51,55.681,"Russia",7,2770
"Omsk",73.517,55.611,"Russia","Moscow",38.51,55.681,"Russia",7,2173
"Madrid",-3.278,40.822,"Spain","Paris",2.916,49.021,"France",7,1033
"Krasnoyarsk",92.791,56.3,"Russia","Moscow",38.51,55.681,"Russia",7,3288
"New York",-73.632,41.066,"United States","Frankfurt",8.905,50.044,"Germany",7,6170
"Frankfurt",8.905,50.044,"Germany","New York",-73.632,41.066,"United States",7,6170
"Paris",2.916,49.021,"France","Madrid",-3.278,40.822,"Spain",7,1033
"Sochi",40.594,43.749,"Russia","Moscow",38.51,55.681,"Russia",7,1335
"Rio De Janeiro",-42.74,-22.682,"Brazil","Porto Alegre",-50.62,-29.991,"Brazil",7,1129
"Montreal",-73.569,45.784,"Canada","Paris",2.916,49.021,"France",7,5516
"Santiago",-70.644,-32.989,"Chile","Buenos Aires",-58.227,-34.704,"Argentina",7,1161
"Luanda",13.385,-8.764,"Angola","Kinshasa",15.74,-3.977,"Congo (Kinshasa)",7,592
"Kinshasa",15.74,-3.977,"Congo (Kinshasa)","Douala",10.199,4.01,"Cameroon",7,1080
"Kinshasa",15.74,-3.977,"Congo (Kinshasa)","Brussels",4.807,51.502,"Belgium",7,6255
"Buenos Aires",-58.227,-34.704,"Argentina","Santiago",-70.644,-32.989,"Chile",7,1161
"Douala",10.199,4.01,"Cameroon","Kinshasa",15.74,-3.977,"Congo (Kinshasa)",7,1080
"Conakry",-13.354,9.961,"Guinea","Banjul",-16.421,13.563,"Gambia",7,521
"Paris",2.916,49.021,"France","Montreal",-73.569,45.784,"Canada",7,5516
"Brussels",4.807,51.502,"Belgium","Luanda",13.385,-8.764,"Angola",7,6751
"Brussels",4.807,51.502,"Belgium","Kigali",30.232,-1.948,"Rwanda",7,6409
"Banjul",-16.421,13.563,"Gambia","Conakry",-13.354,9.961,"Guinea",7,521
"Barcelona",2.13,41.495,"Spain","Ibiza",1.621,39.454,"Spain",7,230
"Abidjan",-3.878,5.435,"Cote d'Ivoire","Lome",1.424,6.276,"Togo",7,593
"Berlin",13.479,52.932,"Germany","London",-0.103,51.795,"United Kingdom",7,929
"Palma de Mallorca",3.212,39.922,"Spain","Madrid",-3.278,40.822,"Spain",7,558
"Paris",2.916,49.021,"France","London",-0.103,51.795,"United Kingdom",7,375
"London",-0.103,51.795,"United Kingdom","Berlin",13.479,52.932,"Germany",7,929
"London",-0.103,51.795,"United Kingdom","Paris",2.916,49.021,"France",7,375
"Toronto",-79.385,44.128,"Canada","Chicago",-87.842,42.631,"United States",7,703
"Toronto",-79.385,44.128,"Canada","New York",-73.632,41.066,"United States",7,580
"Vancouver",-122.641,49.323,"Canada","Los Angeles",-118.014,34.57,"United States",7,1683
"Montreal",-73.569,45.784,"Canada","New York",-73.632,41.066,"United States",7,524
"Taipei",121.388,25.129,"Taiwan","Los Angeles",-118.014,34.57,"United States",7,10892
"Salvador",-37.886,-12.852,"Brazil","Recife",-34.872,-7.545,"Brazil",7,675
"Sacramento",-121.318,39.159,"United States","Los Angeles",-118.014,34.57,"United States",7,588
"San Francisco",-121.959,38.031,"United States","Tokyo",140.643,36.274,"Japan",7,8181
"Seattle",-121.849,47.748,"United States","San Francisco",-121.959,38.031,"United States",7,1080
"Seattle",-121.849,47.748,"United States","Los Angeles",-118.014,34.57,"United States",7,1499
"Seattle",-121.849,47.748,"United States","Denver",-104.456,40.436,"United States",7,1604
"Santiago",-70.644,-32.989,"Chile","Lima",-76.524,-11.37,"Peru",7,2477
"San Diego",-116.65,33.222,"United States","Chicago",-87.842,42.631,"United States",7,2717
"Palm Springs",-116.178,34.382,"United States","San Francisco",-121.959,38.031,"United States",7,658
"Chicago",-87.842,42.631,"United States","Tampa",-82.223,28.625,"United States",7,1637
"Chicago",-87.842,42.631,"United States","San Francisco",-121.959,38.031,"United States",7,2916
"Chicago",-87.842,42.631,"United States","Seattle",-121.849,47.748,"United States",7,2702
"Chicago",-87.842,42.631,"United States","Orlando",-80.849,28.715,"United States",7,1669
"Chicago",-87.842,42.631,"United States","Fort Lauderdale",-79.588,26.12,"United States",7,1983
"Chicago",-87.842,42.631,"United States","Atlanta",-84.047,34.061,"United States",7,1008
"Kahului",-156.051,21.497,"United States","Los Angeles",-118.014,34.57,"United States",7,3977
"Tokyo",140.643,36.274,"Japan","New York",-73.632,41.066,"United States",7,10732
"Miami",-79.818,26.322,"United States","London",-0.103,51.795,"United Kingdom",7,7052
"Orlando",-80.849,28.715,"United States","Chicago",-87.842,42.631,"United States",7,1669
"London",-0.103,51.795,"United Kingdom","Montreal",-73.569,45.784,"Canada",7,5191
"London",-0.103,51.795,"United Kingdom","Miami",-79.818,26.322,"United States",7,7052
"London",-0.103,51.795,"United Kingdom","Houston",-94.903,30.64,"United States",7,7688
"London",-0.103,51.795,"United Kingdom","Atlanta",-84.047,34.061,"United States",7,6714
"Los Angeles",-118.014,34.57,"United States","Vancouver",-122.641,49.323,"Canada",7,1683
"Los Angeles",-118.014,34.57,"United States","Taipei",121.388,25.129,"Taiwan",7,10892
"Los Angeles",-118.014,34.57,"United States","Sacramento",-121.318,39.159,"United States",7,588
"Los Angeles",-118.014,34.57,"United States","Seattle",-121.849,47.748,"United States",7,1499
"Los Angeles",-118.014,34.57,"United States","Kahului",-156.051,21.497,"United States",7,3977
"Los Angeles",-118.014,34.57,"United States","Las Vegas",-114.588,36.133,"United States",7,355
"Los Angeles",-118.014,34.57,"United States","Kona",-155.41,20.231,"United States",7,3991
"Los Angeles",-118.014,34.57,"United States","Washington",-77.094,39.574,"United States",7,3641
"Los Angeles",-118.014,34.57,"United States","Guadalajara",-102.852,20.869,"Mexico",7,2127
"Los Angeles",-118.014,34.57,"United States","Dallas-fort Worth",-96.397,33.494,"United States",7,1991
"Los Angeles",-118.014,34.57,"United States","Denver",-104.456,40.436,"United States",7,1360
"Los Angeles",-118.014,34.57,"United States","Boston",-70.342,42.607,"United States",7,4181
"Los Angeles",-118.014,34.57,"United States","Auckland",175.319,-36.347,"New Zealand",7,10476
"Las Vegas",-114.588,36.133,"United States","Chicago",-87.842,42.631,"United States",7,2397
"New York",-73.632,41.066,"United States","Toronto",-79.385,44.128,"Canada",7,580
"New York",-73.632,41.066,"United States","Montreal",-73.569,45.784,"Canada",7,524
"New York",-73.632,41.066,"United States","Tokyo",140.643,36.274,"Japan",7,10732
"New York",-73.632,41.066,"United States","Paris",2.916,49.021,"France",7,5820
"Houston",-94.903,30.64,"United States","London",-0.103,51.795,"United Kingdom",7,7688
"Washington",-77.094,39.574,"United States","Los Angeles",-118.014,34.57,"United States",7,3641
"Tokyo",140.643,36.274,"Japan","San Francisco",-121.959,38.031,"United States",7,8181
"Guadalajara",-102.852,20.869,"Mexico","Los Angeles",-118.014,34.57,"United States",7,2127
"Frankfurt",8.905,50.044,"Germany","Dallas-fort Worth",-96.397,33.494,"United States",7,8188
"Dallas-fort Worth",-96.397,33.494,"United States","Los Angeles",-118.014,34.57,"United States",7,1991
"Dallas-fort Worth",-96.397,33.494,"United States","Frankfurt",8.905,50.044,"Germany",7,8188
"Denver",-104.456,40.436,"United States","Seattle",-121.849,47.748,"United States",7,1604
"Denver",-104.456,40.436,"United States","Los Angeles",-118.014,34.57,"United States",7,1360
"Boston",-70.342,42.607,"United States","Los Angeles",-118.014,34.57,"United States",7,4181
"Atlanta",-84.047,34.061,"United States","Chicago",-87.842,42.631,"United States",7,1008
"Atlanta",-84.047,34.061,"United States","London",-0.103,51.795,"United Kingdom",7,6714
"Port Hartcourt",7.582,5.025,"Nigeria","Abuja",7.438,9.011,"Nigeria",7,443
"Abuja",7.438,9.011,"Nigeria","Port Hartcourt",7.582,5.025,"Nigeria",7,443
"Shanghai",122.342,31.238,"China","Guiyang",107.334,26.897,"China",7,1534
"Shanghai",122.342,31.238,"China","Guilin",110.065,25.363,"China",7,1366
"Shanghai",122.342,31.238,"China","Haikou",110.764,20.558,"China",7,1656
"Guilin",110.065,25.363,"China","Shanghai",122.342,31.238,"China",7,1366
"Haikou",110.764,20.558,"China","Shanghai",122.342,31.238,"China",7,1656
"Changcha",113.366,28.315,"China","Shanghai",122.342,31.238,"China",7,924
"Istanbul",29.357,41.628,"Turkey","Izmir",27.261,38.487,"Turkey",7,392
"Izmir",27.261,38.487,"Turkey","Istanbul",29.357,41.628,"Turkey",7,392
"Kunming",103.239,25.653,"China","Changcha",113.366,28.315,"China",7,1045
"Changcha",113.366,28.315,"China","Kunming",103.239,25.653,"China",7,1045
"Mineralnye Vody",43.136,44.375,"Russia","Moscow",38.51,55.681,"Russia",7,1299
"Moscow",38.51,55.681,"Russia","Ufa",56.457,54.929,"Russia",7,1135
"Tokyo",140.643,36.274,"Japan","Fukuoka",130.751,33.976,"Japan",7,934
"Fukuoka",130.751,33.976,"Japan","Tokyo",140.643,36.274,"Japan",7,934
"Kathmandu",85.598,28.16,"Nepal","Delhi",77.171,28.944,"India",7,827
"Jammu",75.395,33.148,"India","Delhi",77.171,28.944,"India",7,497
"Guwahati",91.976,26.176,"India","Delhi",77.171,28.944,"India",7,1490
"Delhi",77.171,28.944,"India","Kathmandu",85.598,28.16,"Nepal",7,827
"Delhi",77.171,28.944,"India","Jammu",75.395,33.148,"India",7,497
"Delhi",77.171,28.944,"India","Guwahati",91.976,26.176,"India",7,1490
"Bombay",73.446,19.147,"India","Bangalore",78.113,13.583,"India",7,794
"Bangalore",78.113,13.583,"India","Madras",80.3,13.657,"India",7,236
"Bangalore",78.113,13.583,"India","Bombay",73.446,19.147,"India",7,794
"Ahmedabad",73.057,23.128,"India","Bombay",73.446,19.147,"India",7,444
"Zanzibar",39.374,-5.704,"Tanzania","Dar Es Salaam",39.337,-6.797,"Tanzania",7,121
"Nairobi",37.545,-0.866,"Kenya","Dar Es Salaam",39.337,-6.797,"Tanzania",7,688
"Moscow",38.51,55.681,"Russia","Berlin",13.479,52.932,"Germany",7,1642
"Berlin",13.479,52.932,"Germany","Moscow",38.51,55.681,"Russia",7,1642
"Jeddah",39.26,22.132,"Saudi Arabia","Dubai",55.607,25.421,"United Arab Emirates",7,1701
"Dubai",55.607,25.421,"United Arab Emirates","Jeddah",39.26,22.132,"Saudi Arabia",7,1701
"Xi'an",109.252,34.745,"China","Lanzhou",104.028,36.195,"China",7,499
"Xi'an",109.252,34.745,"China","Yinchuan",106.015,38.803,"China",7,535
"Urumqi",87.79,44.511,"China","Kashi",76.033,39.904,"China",7,1094
"Jinan",117.359,37.428,"China","Dalian",121.897,39.609,"China",7,463
"Beijing",116.974,40.133,"China","Chongqing",107.069,30.198,"China",7,1423
"Lanzhou",104.028,36.195,"China","Xi'an",109.252,34.745,"China",7,499
"Kashi",76.033,39.904,"China","Urumqi",87.79,44.511,"China",7,1094
"Yinchuan",106.015,38.803,"China","Xi'an",109.252,34.745,"China",7,535
"Hangzhou",120.724,30.382,"China","Chongqing",107.069,30.198,"China",7,1310
"Chengdu",104.578,30.964,"China","Changcha",113.366,28.315,"China",7,898
"Chengdu",104.578,30.964,"China","Guangzhou",113.497,23.654,"China",7,1197
"Changcha",113.366,28.315,"China","Chengdu",104.578,30.964,"China",7,898
"Chongqing",107.069,30.198,"China","Beijing",116.974,40.133,"China",7,1423
"Chongqing",107.069,30.198,"China","Hangzhou",120.724,30.382,"China",7,1310
"Guangzhou",113.497,23.654,"China","Chengdu",104.578,30.964,"China",7,1197
"Taipei",121.388,25.129,"Taiwan","Singapore",104.657,1.583,"Singapore",7,3174
"Singapore",104.657,1.583,"Singapore","Taipei",121.388,25.129,"Taiwan",7,3174
"Singapore",104.657,1.583,"Singapore","Manila",121.032,14.847,"Philippines",7,2325
"Manila",121.032,14.847,"Philippines","Singapore",104.657,1.583,"Singapore",7,2325
"Guayaquil",-79.806,-1.596,"Ecuador","Quito",-78.148,0.431,"Ecuador",7,291
"Ouagadougou",-1.188,12.588,"Burkina Faso","Niamey",2.306,13.802,"Niger",7,401
"Niamey",2.306,13.802,"Niger","Ouagadougou",-1.188,12.588,"Burkina Faso",7,401
"Douala",10.199,4.01,"Cameroon","Cotonou",2.64,6.595,"Benin",7,884
"Cotonou",2.64,6.595,"Benin","Douala",10.199,4.01,"Cameroon",7,884
"Kazan",49.464,56.01,"Russia","Moscow",38.51,55.681,"Russia",7,684
"Kaliningrad",20.987,55.483,"Russia","Moscow",38.51,55.681,"Russia",7,1098
"Moscow",38.51,55.681,"Russia","Kazan",49.464,56.01,"Russia",7,684
"Osaka",135.406,34.724,"Japan","Sapporo",142.153,43.292,"Japan",6,1116
"Seoul",126.75,37.781,"South Korea","Fukuoka",130.751,33.976,"Japan",6,555
"Fukuoka",130.751,33.976,"Japan","Seoul",126.75,37.781,"South Korea",6,555
"Lisbon",-8.56,39.302,"Portugal","Barcelona",2.13,41.495,"Spain",6,936
"Barcelona",2.13,41.495,"Spain","Madrid",-3.278,40.822,"Spain",6,458
"Barcelona",2.13,41.495,"Spain","Lisbon",-8.56,39.302,"Portugal",6,936
"Kahului",-156.051,21.497,"United States","Molokai",-156.494,21.254,"United States",6,53
"Molokai",-156.494,21.254,"United States","Honolulu",-157.871,21.531,"United States",6,145
"Kona",-155.41,20.231,"United States","Kahului",-156.051,21.497,"United States",6,155
"Salvador",-37.886,-12.852,"Brazil","Sao Paulo",-46.116,-23.054,"Brazil",6,1428
"Londrina",-50.551,-22.89,"Brazil","Sao Paulo",-46.116,-23.054,"Brazil",6,454
"Goiania",-48.702,-16.387,"Brazil","Rio De Janeiro",-42.74,-22.682,"Brazil",6,937
"Rio De Janeiro",-42.74,-22.682,"Brazil","Goiania",-48.702,-16.387,"Brazil",6,937
"Rio De Janeiro",-42.74,-22.682,"Brazil","Curitiba",-48.627,-25.215,"Brazil",6,661
"Rio De Janeiro",-42.74,-22.682,"Brazil","Brasilia",-47.865,-15.786,"Brazil",6,936
"Florianopolis",-48.246,-27.451,"Brazil","Sao Paulo",-46.116,-23.054,"Brazil",6,533
"Curitiba",-48.627,-25.215,"Brazil","Rio De Janeiro",-42.74,-22.682,"Brazil",6,661
"Sao Paulo",-46.116,-23.054,"Brazil","Uberlandia",-47.71,-18.805,"Brazil",6,500
"Sao Paulo",-46.116,-23.054,"Brazil","Londrina",-50.551,-22.89,"Brazil",6,454
"Sao Paulo",-46.116,-23.054,"Brazil","Cuiaba",-55.528,-15.422,"Brazil",6,1301
"Brasilia",-47.865,-15.786,"Brazil","Rio De Janeiro",-42.74,-22.682,"Brazil",6,936
"Vienna",16.949,48.183,"Austria","Moscow",38.51,55.681,"Russia",6,1687
"Moscow",38.51,55.681,"Russia","Vienna",16.949,48.183,"Austria",6,1687
"Santiago",-8.026,43.493,"Spain","Madrid",-3.278,40.822,"Spain",6,491
"Manchester",-1.792,53.589,"United Kingdom","Alicante",-0.264,38.47,"Spain",6,1685
"Barcelona",2.13,41.495,"Spain","Tenerife",-16.288,28.074,"Spain",6,2239
"Alicante",-0.264,38.47,"Spain","Manchester",-1.792,53.589,"United Kingdom",6,1685
"Kuwait",48.614,29.377,"Kuwait","Dubai",55.607,25.421,"United Arab Emirates",6,818
"Dubai",55.607,25.421,"United Arab Emirates","Kuwait",48.614,29.377,"Kuwait",6,818
"Colombo",80.473,7.301,"Sri Lanka","Male",73.881,4.319,"Maldives",6,800
"Phoenix",-111.353,33.723,"United States","Minneapolis",-92.703,45.469,"United States",6,2054
"Wellington",175.342,-40.879,"New Zealand","Sydney",151.295,-33.911,"Australia",6,2252
"Phuket",98.528,8.188,"Thailand","Bangkok",101.245,14.135,"Thailand",6,724
"Chiang Mai",99.604,19.278,"Thailand","Bangkok",101.245,14.135,"Thailand",6,597
"Bangkok",101.245,14.135,"Thailand","Chiang Mai",99.604,19.278,"Thailand",6,597
"Moscow",38.51,55.681,"Russia","Rostov",40.363,47.43,"Russia",6,926
"Wuhan",114.346,31.306,"China","Shanghai",122.342,31.238,"China",6,759
"Urumqi",87.79,44.511,"China","Shanghai",122.342,31.238,"China",6,3339
"Shanghai",122.342,31.238,"China","Urumqi",87.79,44.511,"China",6,3339
"Shanghai",122.342,31.238,"China","Zhengzhou",114.401,34.866,"China",6,842
"Zhengzhou",114.401,34.866,"China","Shanghai",122.342,31.238,"China",6,842
"Salt Lake City",-111.963,41.313,"United States","Denver",-104.456,40.436,"United States",6,638
"Chicago",-87.842,42.631,"United States","Charleston",-79.401,33.497,"United States",6,1254
"Chicago",-87.842,42.631,"United States","Amsterdam",5.273,52.514,"Netherlands",6,6574
"Minneapolis",-92.703,45.469,"United States","Denver",-104.456,40.436,"United States",6,1106
"Washington",-77.094,39.574,"United States","Portland",-122.33,45.981,"United States",6,3708
"Washington",-77.094,39.574,"United States","Detroit",-82.923,42.354,"United States",6,578
"Freeport",-78.493,26.931,"Bahamas","Fort Lauderdale",-79.588,26.12,"United States",6,141
"Freetown",-12.66,9.027,"Sierra Leone","Banjul",-16.421,13.563,"Gambia",6,649
"Fort Lauderdale",-79.588,26.12,"United States","Freeport",-78.493,26.931,"Bahamas",6,141
"Detroit",-82.923,42.354,"United States","Denver",-104.456,40.436,"United States",6,1803
"Denver",-104.456,40.436,"United States","Salt Lake City",-111.963,41.313,"United States",6,638
"Denver",-104.456,40.436,"United States","Minneapolis",-92.703,45.469,"United States",6,1106
"Denver",-104.456,40.436,"United States","Detroit",-82.923,42.354,"United States",6,1803
"Denver",-104.456,40.436,"United States","Atlanta",-84.047,34.061,"United States",6,1934
"Charleston",-79.401,33.497,"United States","Chicago",-87.842,42.631,"United States",6,1254
"Charleston",-79.401,33.497,"United States","Washington",-77.094,39.574,"United States",6,706
